0,1,2,3,4,5,6,7,8,9,10,11,12
{0: [0.6537824406405301]},{0: [0.7112092766427388]},{0: [0.5799776286353467]},{0: [0.8404907975460123]},{0: [0.721432983323039]},{0: [0.9140730717185386]},{0: [0.8447488584474886]},{0: [0.7094017094017094]},{0: [0.9153976311336718]},{0: [0.6743697478991597]},{0: [0.7093023255813954]},{0: [0.7542662116040956]},{0: [0.9516129032258065]}
