0,1,2,3,4,5,6,7,8,9,10,11,12
{0: [0.1539830445961895]},{0: [0.09758802983102048]},{0: [0.19938402794728322]},{0: [0.10230397413937697]},{0: [0.20618271124488632]},{0: [0.026369179631698603]},{0: [0.032053325604984785]},{0: [0.09704438950592228]},{0: [0.008370146477563359]},{0: [0.2801238738738739]},{0: [0.07822970960536113]},{0: [0.10481489893254599]},{0: [0.03571428571428571]}
