0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
[0.7482862828923122],[0.7469595341637798],[0.7435689540797523],[0.7478440333161347],[0.7485811159430972],[0.7523402373406058],[0.7601533131864082],[0.7773273383946341],[0.7723151765312891],[0.7420210805631311],[0.7404732070465099],[0.7555834008992408],[0.7510871968747697],[0.7441586201813223],[0.7504975307731997],[0.7579420653055208],[0.7716518021670229],[0.777622171445419],[0.775263507039139],[0.7708410112773642],[0.7647969337362719],[0.7612589371268519],[0.7582368983563057],[0.7669344733544631],[0.7480651581042235],[0.7518979877644284],[0.7646495172108794],[0.7534458612810496],[0.7573523992039508],[0.7680400972949067],[0.7631753519569544],[0.7619223114911181],[0.7630279354315619],[0.7614800619149407],[0.7660499742021081],[0.7722414682685929],[0.7619223114911181],[0.771356969116238],[0.7807916267413577],[0.7768850888184565],[0.7736419252598217],[0.7848455811896513],[0.775263507039139],[0.7731996756836441],[0.7810127515294465],[0.7847718729269552],[0.7838136655119039],[0.7818972506818014],[0.7798334193263065],[0.7754109235645316],[0.7733470922090366],[0.7806442102159652],[0.7867619960197538],[0.7799071275890027],[0.7717992186924154],[0.7815287093683202],[0.7749686739883541],[0.7792437532247365],[0.7807179184786615],[0.7759268814034053],[0.7829291663595489],[0.7729785508955553],[0.7811601680548389],[0.7821183754698902],[0.7785803788604703],[0.7814550011056239],[0.7863197464435763],[0.7805705019532689],[0.7915530330950099],[0.7917741578830987],[0.7937642809758974],[0.7958281123313924],[0.78860470258716],[0.7878676199601975],[0.7929534900862387],[0.7930271983489349],[0.7888258273752488],[0.7954595710179111],[0.791258200044225],[0.7872042455959313],[0.7848455811896513],[0.7905948256799588],[0.7946487801282524],[0.7918478661457949],[0.78919436868873],[0.7959755288567848],[0.7925849487727574],[0.7899314513156925],[0.7923638239846686],[0.7927323652981499],[0.7902999926291737],[0.7964914866956586],[0.7905948256799588],[0.7914056165696175],[0.7930271983489349],[0.7869094125451463],[0.7901525761037812],[0.7966389032210511],[0.7936905727132012],[0.7923638239846686],[0.7919952826711875],[0.7939116975012899],[0.7863934547062725],[0.7960492371194811],[0.7994398172035085],[0.7914056165696175],[0.799882066779686],[0.7939854057639861],[0.7979656519495836],[0.7988501511019386],[0.797523402373406],[0.7972285693226211],[0.8002506080931673],[0.8029041055502322],[0.802535564236751],[0.7955332792806074],[0.7993661089408123],[0.8045256873295497],[0.7992186924154198],[0.8035674799144984],[0.798407901525761],[0.7937642809758974],[0.7918478661457949],[0.7973759858480136],[0.7905211174172625],[0.7980393602122798],[0.7959018205940886],[0.7994398172035085],[0.7996609419915972],[0.7998083585169897],[0.8065895186850446],[0.8029778138129284],[0.8006928576693447],[0.8059261443207784],[0.8030515220756247],[0.8079899756762733],[0.8028303972875359],[0.8044519790668534],[0.800176899830471],[0.8061472691088671],[0.8030515220756247],[0.7995872337289011],[0.8019458981351809],[0.8061472691088671],[0.8141814697427582],[0.8055576030072971],[0.8026829807621434],[0.8075477261000958],[0.802535564236751],[0.8062209773715634],[0.8008402741947372],[0.8066632269477408],[0.8044519790668534],[0.8030515220756247],[0.8074003095747033],[0.8035674799144984],[0.811454264022997],[0.8124124714380482],[0.811749097073782],[0.7999557750423822],[0.8062209773715634],[0.8029041055502322],[0.8092430161421096],[0.8009139824574335],[0.8062946856342597],[0.8057787277953858],[0.8028303972875359],[0.7991449841527235],[0.8054838947446009],[0.8045256873295497],[0.8057050195326896],[0.8072528930493108],[0.8109383061841232],[0.8106434731333383],[0.8065895186850446],[0.8102012235571607],[0.8073266013120071],[0.8113068474976045],[0.8055576030072971],[0.8077688508881846],[0.8057787277953858],[0.8099063905063758],[0.8066632269477408],[0.8101275152944645],[0.8125598879634407],[0.8049679369057271],[0.8071054765239183],[0.8073266013120071],[0.8045993955922459],[0.8056313112699933],[0.8052627699565121],[0.8009139824574335],[0.8031989386010172],[0.8037886047025872],[0.8041571460160684],[0.8059998525834746],[0.7992186924154198],[0.811159430972212],[0.8110120144468195],[0.8068106434731334]
